[E 240815 10:41:13 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:00:30 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:00:38 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:00:43 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:01:09 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:01:19 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:02:45 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:10:15 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:11:46 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:12:14 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:12:17 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:12:21 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:12:26 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:21:03 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 15:21:06 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:05:19 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:05:44 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:06:16 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:07:39 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:18:51 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:22:30 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:24:12 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:25:25 smartConnect:219] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB', 'Authorization': 'Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VybmFtZSI6IktOVUsxMDM3Iiwicm9sZXMiOjAsInVzZXJ0eXBlIjoiVVNFUiIsInRva2VuIjoiZXlKaGJHY2lPaUpTVXpJMU5pSXNJblI1Y0NJNklrcFhWQ0o5LmV5SjFjMlZ5WDNSNWNHVWlPaUpqYkdsbGJuUWlMQ0owYjJ0bGJsOTBlWEJsSWpvaWRISmhaR1ZmWVdOalpYTnpYM1J2YTJWdUlpd2laMjFmYVdRaU9qRXlMQ0p6YjNWeVkyVWlPaUl6SWl3aVpHVjJhV05sWDJsa0lqb2lPV1ppWmpOaFpqQXRObVppWVMwellqTTJMVGcyTVdFdE1qVXdNVFF3WkdKaE5tVTJJaXdpYTJsa0lqb2lkSEpoWkdWZmEyVjVYM1l4SWl3aWIyMXVaVzFoYm1GblpYSnBaQ0k2TVRJc0luQnliMlIxWTNSeklqcDdJbVJsYldGMElqcDdJbk4wWVhSMWN5STZJbUZqZEdsMlpTSjlmU3dpYVhOeklqb2lkSEpoWkdWZmJHOW5hVzVmYzJWeWRtbGpaU0lzSW5OMVlpSTZJa3RPVlVzeE1ETTNJaXdpWlhod0lqb3hOekl6TmpJek5EVXlMQ0p1WW1ZaU9qRTNNak0xTWpNM056TXNJbWxoZENJNk1UY3lNelV5TXpjM015d2lhblJwSWpvaU9HSTFOVFpqTW1JdFltRXhaaTAwTkdNMExXSXpNRFF0WVRBd09XVTRZVFl5WldReUluMC5MbUtGRU5zOUcweF84QzJSRHlMTkFyUVpyS2RUdWtUQVdPWERKU2FEVlh4dlZuS0R3VzE2UjVWUDU2ZlFiMXJkSVN3bjVXNjRVdzRaLWh5SmZxQ0dDX2lDc2ZjMF91eXMtaUxoOUR6SkFvMkVUVjktTnRJV2pSVU94bHNVRHBnQkFGUjNSbmc1WWcwMEk4MkFQenNGSnFQcE9ZSUstZ0FYMjZ3RVhTaW9BdzQiLCJBUEktS0VZIjoiQzZGUTc0dmkiLCJpYXQiOjE3MjM1MjM4MzMsImV4cCI6MTcyMzYyMzQ1Mn0.W7vPhZQ6x_TPfmSIG4Ufv4KLbOlOBsSuUXisqCrpm6keL_sgN-MVy3bCsCWUrTBlarLyMnRt-eJRjWVA9t03Gw'}, Request: {}, Response: HTTPSConnectionPool(host='apiconnect.angelbroking.com', port=443): Read timed out. (read timeout=7)
[E 240815 16:26:23 smartConnect:219] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB', 'Authorization': 'Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VybmFtZSI6IktOVUsxMDM3Iiwicm9sZXMiOjAsInVzZXJ0eXBlIjoiVVNFUiIsInRva2VuIjoiZXlKaGJHY2lPaUpTVXpJMU5pSXNJblI1Y0NJNklrcFhWQ0o5LmV5SjFjMlZ5WDNSNWNHVWlPaUpqYkdsbGJuUWlMQ0owYjJ0bGJsOTBlWEJsSWpvaWRISmhaR1ZmWVdOalpYTnpYM1J2YTJWdUlpd2laMjFmYVdRaU9qRXlMQ0p6YjNWeVkyVWlPaUl6SWl3aVpHVjJhV05sWDJsa0lqb2lPV1ppWmpOaFpqQXRObVppWVMwellqTTJMVGcyTVdFdE1qVXdNVFF3WkdKaE5tVTJJaXdpYTJsa0lqb2lkSEpoWkdWZmEyVjVYM1l4SWl3aWIyMXVaVzFoYm1GblpYSnBaQ0k2TVRJc0luQnliMlIxWTNSeklqcDdJbVJsYldGMElqcDdJbk4wWVhSMWN5STZJbUZqZEdsMlpTSjlmU3dpYVhOeklqb2lkSEpoWkdWZmJHOW5hVzVmYzJWeWRtbGpaU0lzSW5OMVlpSTZJa3RPVlVzeE1ETTNJaXdpWlhod0lqb3hOekl6TmpJek5EVXlMQ0p1WW1ZaU9qRTNNak0xTWpNM056TXNJbWxoZENJNk1UY3lNelV5TXpjM015d2lhblJwSWpvaU9HSTFOVFpqTW1JdFltRXhaaTAwTkdNMExXSXpNRFF0WVRBd09XVTRZVFl5WldReUluMC5MbUtGRU5zOUcweF84QzJSRHlMTkFyUVpyS2RUdWtUQVdPWERKU2FEVlh4dlZuS0R3VzE2UjVWUDU2ZlFiMXJkSVN3bjVXNjRVdzRaLWh5SmZxQ0dDX2lDc2ZjMF91eXMtaUxoOUR6SkFvMkVUVjktTnRJV2pSVU94bHNVRHBnQkFGUjNSbmc1WWcwMEk4MkFQenNGSnFQcE9ZSUstZ0FYMjZ3RVhTaW9BdzQiLCJBUEktS0VZIjoiQzZGUTc0dmkiLCJpYXQiOjE3MjM1MjM4MzMsImV4cCI6MTcyMzYyMzQ1Mn0.W7vPhZQ6x_TPfmSIG4Ufv4KLbOlOBsSuUXisqCrpm6keL_sgN-MVy3bCsCWUrTBlarLyMnRt-eJRjWVA9t03Gw'}, Request: {}, Response: HTTPSConnectionPool(host='apiconnect.angelbroking.com', port=443): Max retries exceeded with url: /rest/secure/angelbroking/user/v1/getRMS?%7B%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001DF541C2D20>, 'Connection to apiconnect.angelbroking.com timed out. (connect timeout=7)'))
[E 240815 16:28:11 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:28:35 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:32:34 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:37:18 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:37:20 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:37:26 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:37:31 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:48:07 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:48:26 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:48:31 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240815 16:48:34 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '30:9c:23:00:00:43', 'Accept': 'application/json', 'X-PrivateKey': 'C6FQ74vi', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
